;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
1347890;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.4;298.15;101.0;1292.22;0.06
1347891;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.5;298.15;101.0;1315.45;0.06
1347892;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.6;298.15;101.0;1340.24;0.06
1347893;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.7;298.15;101.0;1365.68;0.06
1347894;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.8;298.15;101.0;1393.3;0.06
1347895;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.9;298.15;101.0;1423.14;0.06
1347896;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;1.0;298.15;101.0;1452.61;0.06
1347897;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.0;303.15;101.0;1194.45;0.06
1347898;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.1;303.15;101.0;1213.13;0.06
1347899;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.2;303.15;101.0;1233.47;0.06
1347900;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.3;303.15;101.0;1253.83;0.06
1347901;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.4;303.15;101.0;1275.51;0.06
1347902;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.5;303.15;101.0;1299.11;0.06
1347903;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.6;303.15;101.0;1324.62;0.06
1347904;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.7;303.15;101.0;1350.05;0.06
1347905;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.8;303.15;101.0;1378.07;0.06
1347906;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.9;303.15;101.0;1408.33;0.06
1347907;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;1.0;303.15;101.0;1438.19;0.06
1347908;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.0;308.15;101.0;1176.2;0.06
1347909;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.1;308.15;101.0;1195.33;0.06
1347910;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.2;308.15;101.0;1216.05;0.06
1347911;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.3;308.15;101.0;1236.79;0.06
1347912;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.4;308.15;101.0;1258.83;0.06
1347913;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.5;308.15;101.0;1282.9;0.06
1347914;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.6;308.15;101.0;1308.73;0.06
1347915;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.7;308.15;101.0;1334.54;0.06
1347916;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.8;308.15;101.0;1362.85;0.06
1347917;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.9;308.15;101.0;1393.41;0.06
1347918;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;1.0;308.15;101.0;1423.6;0.06
1347919;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.0;313.15;101.0;1157.91;0.06
1347920;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.1;313.15;101.0;1177.29;0.06
1347921;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.2;313.15;101.0;1198.22;0.06
1347922;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.3;313.15;101.0;1219.72;0.06
1347923;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.4;313.15;101.0;1242.18;0.06
1347924;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.5;313.15;101.0;1266.71;0.06
1347925;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.6;313.15;101.0;1292.87;0.06
1347926;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.7;313.15;101.0;1319.01;0.06
1347927;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.8;313.15;101.0;1347.68;0.06
1347928;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.9;313.15;101.0;1378.54;0.06
1347929;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;1.0;313.15;101.0;1409.06;0.06
1347930;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.0;318.15;101.0;1139.47;0.06
1347931;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.1;318.15;101.0;1159.33;0.06
1347932;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.2;318.15;101.0;1180.68;0.06
1347933;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.3;318.15;101.0;1202.63;0.06
1347934;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.4;318.15;101.0;1225.52;0.06
1347935;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.5;318.15;101.0;1250.53;0.06
1347936;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.6;318.15;101.0;1277.02;0.06
1347937;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.7;318.15;101.0;1303.55;0.06
1347938;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.8;318.15;101.0;1332.55;0.06
1347939;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.9;318.15;101.0;1363.64;0.06
1347940;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;1.0;318.15;101.0;1394.54;0.06
1347941;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.0;323.15;101.0;1120.99;0.06
1347942;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.1;323.15;101.0;1141.45;0.06
1347943;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.2;323.15;101.0;1163.13;0.06
1347944;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.3;323.15;101.0;1185.55;0.06
1347945;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.4;323.15;101.0;1208.89;0.06
1347946;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.5;323.15;101.0;1234.34;0.06
1347947;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.6;323.15;101.0;1260.79;0.06
1347948;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.7;323.15;101.0;1288.38;0.06
1347949;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.8;323.15;101.0;1317.6;0.06
1347950;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;0.9;323.15;101.0;1348.7;0.06
1347951;je5009334;butan-2-ol;1,2-butanediol;CCC(C)O;CCC(O)CO;4221-99-2;584-03-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;(RS)-2-butanol__1,2-butanediol;1.0;323.15;101.0;1379.93;0.06
1348018;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.0;298.15;101.0;1527.84;0.06
1348019;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.1;298.15;101.0;1523.16;0.06
1348020;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.2;298.15;101.0;1517.94;0.06
1348021;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.3;298.15;101.0;1512.71;0.06
1348022;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.4;298.15;101.0;1507.1;0.06
1348023;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.5;298.15;101.0;1498.9;0.06
1348024;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.6;298.15;101.0;1492.18;0.06
1348025;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.7;298.15;101.0;1482.6;0.06
1348026;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.8;298.15;101.0;1473.18;0.06
1348027;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.9;298.15;101.0;1463.07;0.06
1348028;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;1.0;298.15;101.0;1452.61;0.06
1348029;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.0;303.15;101.0;1514.06;0.06
1348030;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.1;303.15;101.0;1509.03;0.06
1348031;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.2;303.15;101.0;1503.93;0.06
1348032;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.3;303.15;101.0;1498.24;0.06
1348033;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.4;303.15;101.0;1492.51;0.06
1348034;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.5;303.15;101.0;1484.3;0.06
1348035;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.6;303.15;101.0;1477.43;0.06
1348036;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.7;303.15;101.0;1467.95;0.06
1348037;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.8;303.15;101.0;1458.48;0.06
1348038;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;0.9;303.15;101.0;1448.34;0.06
1348039;je5009334;1,3-butanediol;1,2-butanediol;CC(O)CCO;CCC(O)CO;6290-03-5;584-03-2;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;1,3-butanediol__1,2-butanediol;1.0;303.15;101.0;1438.19;0.06
