;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Activity coefficient;Activity coefficient_std
282149;j.jct.2012.06.009;trichloroethylene;capric acid;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;334-48-5;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethene, trichloro-__capric acid;0.0;314.1;101.0;1.048;0.04192
282150;j.jct.2012.06.009;trichloroethylene;capric acid;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;334-48-5;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethene, trichloro-__capric acid;0.0;314.24;101.0;1.037;0.04148
282151;j.jct.2012.06.009;trichloroethylene;capric acid;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;334-48-5;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethene, trichloro-__capric acid;0.0;333.26;101.0;1.003;0.04012
282152;j.jct.2012.06.009;trichloroethylene;capric acid;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;334-48-5;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethene, trichloro-__capric acid;0.0;333.38;101.0;1.009;0.04036
282153;j.jct.2012.06.009;trichloroethylene;capric acid;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;334-48-5;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethene, trichloro-__capric acid;0.0;353.08;101.0;0.945;0.0378
282154;j.jct.2012.06.009;trichloroethylene;capric acid;ClC=C(Cl)Cl;CCCCCCCCCC(O)=O;52037-46-4;334-48-5;InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethene, trichloro-__capric acid;0.0;353.3;101.0;0.969;0.03876
282155;j.jct.2012.06.009;chlorobenzene;capric acid;Clc1ccccc1;CCCCCCCCCC(O)=O;68411-45-0;334-48-5;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;monochlorobenzene__capric acid;0.0;333.26;101.0;1.163;0.04652
282156;j.jct.2012.06.009;chlorobenzene;capric acid;Clc1ccccc1;CCCCCCCCCC(O)=O;68411-45-0;334-48-5;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;monochlorobenzene__capric acid;0.0;333.38;101.0;1.181;0.04724
282157;j.jct.2012.06.009;chlorobenzene;capric acid;Clc1ccccc1;CCCCCCCCCC(O)=O;68411-45-0;334-48-5;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;monochlorobenzene__capric acid;0.0;353.25;101.0;1.17;0.0468
282158;j.jct.2012.06.009;chlorobenzene;capric acid;Clc1ccccc1;CCCCCCCCCC(O)=O;68411-45-0;334-48-5;InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;monochlorobenzene__capric acid;0.0;353.3;101.0;1.151;0.04604
282164;j.jct.2012.06.009;ethyl ethanoate;capric acid;CCOC(C)=O;CCCCCCCCCC(O)=O;141-78-6;334-48-5;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethyl ethanoate__capric acid;0.0;314.1;101.0;1.329;0.05316
282165;j.jct.2012.06.009;ethyl ethanoate;capric acid;CCOC(C)=O;CCCCCCCCCC(O)=O;141-78-6;334-48-5;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethyl ethanoate__capric acid;0.0;333.26;101.0;1.247;0.04988
282166;j.jct.2012.06.009;ethyl ethanoate;capric acid;CCOC(C)=O;CCCCCCCCCC(O)=O;141-78-6;334-48-5;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethyl ethanoate__capric acid;0.0;333.38;101.0;1.299;0.05196
282167;j.jct.2012.06.009;ethyl ethanoate;capric acid;CCOC(C)=O;CCCCCCCCCC(O)=O;141-78-6;334-48-5;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;ethyl ethanoate__capric acid;0.0;353.25;101.0;1.207;0.04828
282168;j.jct.2012.06.009;propanone;capric acid;CC(C)=O;CCCCCCCCCC(O)=O;67-64-1;334-48-5;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;dimethyl ketone__capric acid;0.0;314.1;101.0;1.558;0.06232
282169;j.jct.2012.06.009;propanone;capric acid;CC(C)=O;CCCCCCCCCC(O)=O;67-64-1;334-48-5;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;dimethyl ketone__capric acid;0.0;333.26;101.0;1.458;0.05832
282170;j.jct.2012.06.009;propanone;capric acid;CC(C)=O;CCCCCCCCCC(O)=O;67-64-1;334-48-5;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;dimethyl ketone__capric acid;0.0;333.38;101.0;1.466;0.05864
282171;j.jct.2012.06.009;propanone;capric acid;CC(C)=O;CCCCCCCCCC(O)=O;67-64-1;334-48-5;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;dimethyl ketone__capric acid;0.0;353.25;101.0;1.343;0.05372
282172;j.jct.2012.06.009;methoxybenzene;capric acid;COc1ccccc1;CCCCCCCCCC(O)=O;100-66-3;334-48-5;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;benzene, methoxy-__capric acid;0.0;353.25;101.0;1.432;0.05728
282173;j.jct.2012.06.009;methoxybenzene;capric acid;COc1ccccc1;CCCCCCCCCC(O)=O;100-66-3;334-48-5;InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N;benzene, methoxy-__capric acid;0.0;353.3;101.0;1.449;0.05796
282174;j.jct.2012.06.009;hexane;lauric acid;CCCCCC;CCCCCCCCCCCC(O)=O;92112-69-1;8045-27-0;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;n-hexane__lauric acid;0.0;314.24;101.0;1.574;0.06296
282175;j.jct.2012.06.009;hexane;lauric acid;CCCCCC;CCCCCCCCCCCC(O)=O;92112-69-1;8045-27-0;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;n-hexane__lauric acid;0.0;333.26;101.0;1.532;0.06128
282176;j.jct.2012.06.009;hexane;lauric acid;CCCCCC;CCCCCCCCCCCC(O)=O;92112-69-1;8045-27-0;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;n-hexane__lauric acid;0.0;333.38;101.0;1.538;0.06152
282177;j.jct.2012.06.009;hexane;lauric acid;CCCCCC;CCCCCCCCCCCC(O)=O;92112-69-1;8045-27-0;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;n-hexane__lauric acid;0.0;353.25;101.0;1.499;0.05996
282178;j.jct.2012.06.009;heptane;lauric acid;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;8045-27-0;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;heptane__lauric acid;0.0;314.1;101.0;1.645;0.0658
282179;j.jct.2012.06.009;heptane;lauric acid;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;8045-27-0;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;heptane__lauric acid;0.0;314.24;101.0;1.666;0.06664
282180;j.jct.2012.06.009;heptane;lauric acid;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;8045-27-0;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;heptane__lauric acid;0.0;333.26;101.0;1.669;0.06676
282181;j.jct.2012.06.009;heptane;lauric acid;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;8045-27-0;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;heptane__lauric acid;0.0;333.38;101.0;1.659;0.06636
282182;j.jct.2012.06.009;heptane;lauric acid;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;8045-27-0;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;heptane__lauric acid;0.0;353.25;101.0;1.591;0.06364
282183;j.jct.2012.06.009;heptane;lauric acid;CCCCCCC;CCCCCCCCCCCC(O)=O;142-82-5;8045-27-0;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;heptane__lauric acid;0.0;353.3;101.0;1.616;0.06464
282184;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;314.1;101.0;1.746;0.06984
282185;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;314.24;101.0;1.771;0.07084
282186;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;333.26;101.0;1.697;0.06788
282187;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;333.38;101.0;1.718;0.06872
282188;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;353.25;101.0;1.674;0.06696
282189;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;353.3;101.0;1.688;0.06752
282190;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;314.1;101.0;1.746;0.06984
282191;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;314.24;101.0;1.771;0.07084
282192;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;333.26;101.0;1.697;0.06788
282193;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;333.38;101.0;1.718;0.06872
282194;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;353.25;101.0;1.674;0.06696
282195;j.jct.2012.06.009;lauric acid;2-methylheptane;CCCCCCCCCCCC(O)=O;CCCCCC(C)C;8045-27-0;592-27-8;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N;lauric acid__isooctane;0.0;353.3;101.0;1.688;0.06752
282196;j.jct.2012.06.009;lauric acid;1-hexene;CCCCCCCCCCCC(O)=O;CCCCC=C;8045-27-0;153522-12-4;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;lauric acid__1-hexene;0.0;329.2;101.0;1.389;0.05556
282197;j.jct.2012.06.009;lauric acid;1-hexene;CCCCCCCCCCCC(O)=O;CCCCC=C;8045-27-0;153522-12-4;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;lauric acid__1-hexene;0.0;343.39;101.0;1.387;0.05548
282198;j.jct.2012.06.009;lauric acid;1-hexene;CCCCCCCCCCCC(O)=O;CCCCC=C;8045-27-0;153522-12-4;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;lauric acid__1-hexene;0.0;358.06;101.0;1.342;0.05368
282199;j.jct.2012.06.009;toluene;lauric acid;Cc1ccccc1;CCCCCCCCCCCC(O)=O;3101-08-4;8045-27-0;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;phenylmethane__lauric acid;0.0;314.1;101.0;1.064;0.04256
282200;j.jct.2012.06.009;toluene;lauric acid;Cc1ccccc1;CCCCCCCCCCCC(O)=O;3101-08-4;8045-27-0;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;phenylmethane__lauric acid;0.0;314.24;101.0;1.078;0.04312
282201;j.jct.2012.06.009;toluene;lauric acid;Cc1ccccc1;CCCCCCCCCCCC(O)=O;3101-08-4;8045-27-0;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;phenylmethane__lauric acid;0.0;333.26;101.0;1.067;0.04268
282202;j.jct.2012.06.009;toluene;lauric acid;Cc1ccccc1;CCCCCCCCCCCC(O)=O;3101-08-4;8045-27-0;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;phenylmethane__lauric acid;0.0;333.38;101.0;1.04;0.0416
282203;j.jct.2012.06.009;toluene;lauric acid;Cc1ccccc1;CCCCCCCCCCCC(O)=O;3101-08-4;8045-27-0;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;phenylmethane__lauric acid;0.0;353.3;101.0;1.052;0.04208
282204;j.jct.2012.06.009;cyclohexane;lauric acid;C1CCCCC1;CCCCCCCCCCCC(O)=O;25012-93-5;8045-27-0;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;cyclohexane__lauric acid;0.0;314.1;101.0;1.287;0.05148
282205;j.jct.2012.06.009;cyclohexane;lauric acid;C1CCCCC1;CCCCCCCCCCCC(O)=O;25012-93-5;8045-27-0;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;cyclohexane__lauric acid;0.0;314.24;101.0;1.281;0.05124
282206;j.jct.2012.06.009;cyclohexane;lauric acid;C1CCCCC1;CCCCCCCCCCCC(O)=O;25012-93-5;8045-27-0;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;cyclohexane__lauric acid;0.0;333.38;101.0;1.253;0.05012
282207;j.jct.2012.06.009;cyclohexane;lauric acid;C1CCCCC1;CCCCCCCCCCCC(O)=O;25012-93-5;8045-27-0;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;cyclohexane__lauric acid;0.0;353.25;101.0;1.201;0.04804
282208;j.jct.2012.06.009;cyclohexane;lauric acid;C1CCCCC1;CCCCCCCCCCCC(O)=O;25012-93-5;8045-27-0;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;cyclohexane__lauric acid;0.0;353.3;101.0;1.204;0.04816
282209;j.jct.2012.06.009;ethylbenzene;lauric acid;CCc1ccccc1;CCCCCCCCCCCC(O)=O;70955-17-8;8045-27-0;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethylbenzene__lauric acid;0.0;314.24;101.0;1.222;0.04888
282210;j.jct.2012.06.009;ethylbenzene;lauric acid;CCc1ccccc1;CCCCCCCCCCCC(O)=O;70955-17-8;8045-27-0;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethylbenzene__lauric acid;0.0;333.26;101.0;1.202;0.04808
282211;j.jct.2012.06.009;ethylbenzene;lauric acid;CCc1ccccc1;CCCCCCCCCCCC(O)=O;70955-17-8;8045-27-0;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethylbenzene__lauric acid;0.0;333.38;101.0;1.189;0.04756
282212;j.jct.2012.06.009;ethylbenzene;lauric acid;CCc1ccccc1;CCCCCCCCCCCC(O)=O;70955-17-8;8045-27-0;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethylbenzene__lauric acid;0.0;353.25;101.0;1.178;0.04712
282213;j.jct.2012.06.009;ethylbenzene;lauric acid;CCc1ccccc1;CCCCCCCCCCCC(O)=O;70955-17-8;8045-27-0;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethylbenzene__lauric acid;0.0;353.3;101.0;1.175;0.047
282214;j.jct.2012.06.009;methanol;lauric acid;CO;CCCCCCCCCCCC(O)=O;54841-71-3;8045-27-0;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;methanol__lauric acid;0.0;314.1;101.0;1.811;0.07244
282215;j.jct.2012.06.009;methanol;lauric acid;CO;CCCCCCCCCCCC(O)=O;54841-71-3;8045-27-0;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;methanol__lauric acid;0.0;328.82;101.0;1.896;0.07584
282216;j.jct.2012.06.009;methanol;lauric acid;CO;CCCCCCCCCCCC(O)=O;54841-71-3;8045-27-0;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;methanol__lauric acid;0.0;333.26;101.0;1.672;0.06688
282217;j.jct.2012.06.009;methanol;lauric acid;CO;CCCCCCCCCCCC(O)=O;54841-71-3;8045-27-0;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;methanol__lauric acid;0.0;343.65;101.0;1.656;0.06624
282218;j.jct.2012.06.009;methanol;lauric acid;CO;CCCCCCCCCCCC(O)=O;54841-71-3;8045-27-0;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;methanol__lauric acid;0.0;353.3;101.0;1.582;0.06328
282219;j.jct.2012.06.009;ethanol;lauric acid;CCO;CCCCCCCCCCCC(O)=O;121182-78-3;8045-27-0;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethyl alcohol__lauric acid;0.0;314.1;101.0;1.924;0.07696
282220;j.jct.2012.06.009;ethanol;lauric acid;CCO;CCCCCCCCCCCC(O)=O;121182-78-3;8045-27-0;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethyl alcohol__lauric acid;0.0;314.24;101.0;2.017;0.08068
282221;j.jct.2012.06.009;ethanol;lauric acid;CCO;CCCCCCCCCCCC(O)=O;121182-78-3;8045-27-0;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethyl alcohol__lauric acid;0.0;333.38;101.0;1.786;0.07144
282222;j.jct.2012.06.009;ethanol;lauric acid;CCO;CCCCCCCCCCCC(O)=O;121182-78-3;8045-27-0;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethyl alcohol__lauric acid;0.0;353.25;101.0;1.561;0.06244
282223;j.jct.2012.06.009;ethanol;lauric acid;CCO;CCCCCCCCCCCC(O)=O;121182-78-3;8045-27-0;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;ethyl alcohol__lauric acid;0.0;353.3;101.0;1.566;0.06264
282224;j.jct.2012.06.009;1-propanol;lauric acid;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;8045-27-0;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;propan-1-ol__lauric acid;0.0;314.1;101.0;1.758;0.07032
282225;j.jct.2012.06.009;1-propanol;lauric acid;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;8045-27-0;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;propan-1-ol__lauric acid;0.0;314.24;101.0;1.784;0.07136
282226;j.jct.2012.06.009;1-propanol;lauric acid;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;8045-27-0;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;propan-1-ol__lauric acid;0.0;333.26;101.0;1.566;0.06264
282227;j.jct.2012.06.009;1-propanol;lauric acid;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;8045-27-0;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;propan-1-ol__lauric acid;0.0;333.38;101.0;1.605;0.0642
282228;j.jct.2012.06.009;1-propanol;lauric acid;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;8045-27-0;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;propan-1-ol__lauric acid;0.0;353.25;101.0;1.426;0.05704
282229;j.jct.2012.06.009;1-propanol;lauric acid;CCCO;CCCCCCCCCCCC(O)=O;71-23-8;8045-27-0;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;propan-1-ol__lauric acid;0.0;353.3;101.0;1.432;0.05728
282230;j.jct.2012.06.009;1-butanol;lauric acid;CCCCO;CCCCCCCCCCCC(O)=O;107569-51-7;8045-27-0;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;1-butanol__lauric acid;0.0;314.24;101.0;1.697;0.06788
282231;j.jct.2012.06.009;1-butanol;lauric acid;CCCCO;CCCCCCCCCCCC(O)=O;107569-51-7;8045-27-0;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;1-butanol__lauric acid;0.0;333.26;101.0;1.541;0.06164
282232;j.jct.2012.06.009;1-butanol;lauric acid;CCCCO;CCCCCCCCCCCC(O)=O;107569-51-7;8045-27-0;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;1-butanol__lauric acid;0.0;333.38;101.0;1.509;0.06036
282233;j.jct.2012.06.009;1-butanol;lauric acid;CCCCO;CCCCCCCCCCCC(O)=O;107569-51-7;8045-27-0;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;1-butanol__lauric acid;0.0;353.25;101.0;1.343;0.05372
282234;j.jct.2012.06.009;1-butanol;lauric acid;CCCCO;CCCCCCCCCCCC(O)=O;107569-51-7;8045-27-0;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;1-butanol__lauric acid;0.0;353.3;101.0;1.356;0.05424
282235;j.jct.2012.06.009;2-propanol;lauric acid;CC(C)O;CCCCCCCCCCCC(O)=O;8013-70-5;8045-27-0;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;2-propanol__lauric acid;0.0;314.1;101.0;1.5;0.06
282236;j.jct.2012.06.009;2-propanol;lauric acid;CC(C)O;CCCCCCCCCCCC(O)=O;8013-70-5;8045-27-0;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N;2-propanol__lauric acid;0.0;314.24;101.0;1.531;0.06124
